,text,label,Translated Text
892,Solid naman kapag tinuloy sa April Liga tas may Liga Rin Dito . Lets G!,non-suicide,It's solid when it continues in the April League because there's also a League Here. Let's G!
893,Ang ywohs masiyado malapit kana buminggo ??,non-suicide,Is ywohs so bad that you're about to go crazy??
894,Ubo umalis ka plss??,non-suicide,Cough leave plss??
895,Kara airplane mode met attoy cp,non-suicide,Kara airplane mode met attoy cp
896,"Excited nakong maging coach si ,coach  ????",non-suicide,"I'm excited to be a coach, coach ????"
897,I will be fine,possible suicidal post,I will be fine
898,why is this happening to meee,possible suicidal post,why is this happening to meee
899,want to end this suffering,possible suicidal post,want to end this suffering
900,kill,possible suicidal post,kill
901,lets end this life,possible suicidal post,lets end this life
902,"Tama na pagbibigay ,last nayun",non-suicide,"Giving right, that's the last one"
903,Putik muntik nako mascam Buti Hindi ako bumyahe huhu,non-suicide,I'm almost covered in mud. Good thing I don't travel huhu
904,Ginagawa ko namang tubig Yung soft drinks ??,non-suicide,I make soft drinks with water??
905,Lt naman Yung muging ??,non-suicide,What about the muging??
906,Sa next na Liga nalang ilabas tong 2.0 na nakatago,non-suicide,"In the next League, just release this 2.0 that is hidden"
907,My whole existence is aching,possible suicidal post,My whole existence is aching
908,"Well, in the end, theres no such thing as a perfect relationship. It just all comes down to how both parties handle it.",possible suicidal post,"Well, in the end, theres no such thing as a perfect relationship. It just all comes down to how both parties handle it."
909,"Seeing people who goes on and off together makes me think they must really be devoted with each other, but at the same time, if they are, why would they go off in the first place?",possible suicidal post,"Seeing people who goes on and off together makes me think they must really be devoted with each other, but at the same time, if they are, why would they go off in the first place?"
910,Received the sign,possible suicidal post,Received the sign
911,"Playing till 3am is one thing, but watching a series till this late, or should I say early when I should already be sleeping, well at least I enjoyed lmaoo",possible suicidal post,"Playing till 3am is one thing, but watching a series till this late, or should I say early when I should already be sleeping, well at least I enjoyed lmaoo"
912,Hmm kailangan na magseryoso na may tutor ????,non-suicide,Hmm need to get serious with a tutor ????
913,Ano na BSEE-3A galaw galaw naa,non-suicide,What is the BSEE-3A movement?
914,BLUE HEART YERNS ??,non-suicide,BLUE HEART YERNS ??
915,Last nayun di na mauulit hmm????,non-suicide,"That was the last time, it won't happen again hmm????"
916,Papunta ng overnight tong gagawin ko nako??,non-suicide,I'm going to do it overnight??
917,dami pa ring what ifs.,possible suicidal post,dami pa ring what ifs.
918,"it has been 7 years, Pa.",possible suicidal post,"it has been 7 years, Pa."
919,higa na ako para hindi magising,possible suicidal post,I'm going to bed so I don't wake up
920,sabik sa kabaong,possible suicidal post,eager for the coffin
921,mahal ko ang buhay pero ayoko na,possible suicidal post,I love life but I don't want it anymore
922,Arat bondee guyss !,non-suicide,Arat bondee guys!
923,rt for basbas ??,non-suicide,rt for basbas ??
924,Ok dipo lalabas ??,non-suicide,Ok will it come out??
925,Nakakabadtrip amp!,non-suicide,Bad trip amp!
926,Bago maglaro may quiz muna ??,non-suicide,Bago maglaro may quiz want ??
927,Looking for way out,possible suicidal post,Looking for way out
928,Can't see future,possible suicidal post,Can't see future
929,Hanngang dito nalang ata tayo,possible suicidal post,That's all we can do
930,Pasalpok na ata sa bus,possible suicidal post,Let's get on the bus
931,Surrender na,possible suicidal post,Surrender already
932,Deredretsyo na papuntang finals ??,non-suicide,Descending to the finals??
933,Solid talagaa ni boss Aaron the manager ????,non-suicide,Boss Aaron the manager is really solid ????
934,Naiscam nako ni Yung sukli ko alaws na??,non-suicide,Yung scammed me with my change already??
935,Excited ako sa uniform namin kaso Hindi Rin makakapunta sa parade??,non-suicide,I'm excited about our uniform in case I can't go to the parade either??
936,Solid si manager Aaron ????,non-suicide,Solid si manager Aaron ????
937,No chance of winning in life,possible suicidal post,No chance of winning in life
938,You hurt me so bad,possible suicidal post,You hurt me so bad
939,Ahhhh tama na please,possible suicidal post,Ahhhh that's right please
940,Pagod lang to,possible suicidal post,It's just tired
941,2% sa buhay,possible suicidal post,2% in life
942,Persmove talaaga Yung Isa diyan tas may libre pako bukas ??,non-suicide,Persmove köfü That one over there has a free nail tomorrow??
943,Layo ng pallotan ni daddy botolan ??,non-suicide,Daddy's pallotan is always bottled ??
944,Dito na ata matulog sa olongapo HAHAHAHA,non-suicide,Let's sleep here in Olongapo HAHAHAHA
945,"wala na dapat pasok after finals ng  20-21, tapos minove nila exam merong may 28 at june 3? wtf prmsu??",non-suicide,"there is no one to go to school after finals on 20-21, then they said there will be an exam on 28 and June 3? wtf prmsu??"
946,homeeeee,non-suicide,homeeeee
947,how can you give up so easily? how can you not find a reason to stay?,possible suicidal post,how can you give up so easily? how can you not find a reason to stay?
948,Rejected by the world,possible suicidal post,Rejected by the world
949,May pagasa pa kaya mag patuloy sa life,possible suicidal post,There is still hope to continue in life
950,Hayssss what’s happening to me,possible suicidal post,Hayssss what’s happening to me
951,No budget for mental health therapy hehehe,possible suicidal post,No budget for mental health therapy hehehe
952,perfect ang midnight chika w ena and ate tina??,non-suicide,midnight chika w ena and aunt tina is perfect??
953,yaaasss 5/5 sa biglaang kopi kubo,non-suicide,yaaasss 5/5 on sudden kopi kubo
954,sis just got her nails done??,non-suicide,sis just got her nails done??
955,"bakit ang daming walang emotional intelligence, tanga ba kayo",non-suicide,"why do so many people have no emotional intelligence, are you stupid?"
956,aaaaaa how nice it is to start journaling againnnn??,non-suicide,aaaaaa how nice is it to start journaling againnnn??
957,1day a meal lang kaya ng aking body sa stresss,possible suicidal post,My body can only handle 1 meal a day with stress
958,Pagod na sa school pagod pa sa work hays,possible suicidal post,"Tired of school, tired of work hays"
959,Gusto ko na makita ilaw sa taas heheheheh,possible suicidal post,I want to see light at the top heheheheh
960,Bakit mo ako iniwan,possible suicidal post,Why did you leave me
961,My eyes are raining,possible suicidal post,My eyes are raining
962,a ‘just because’ flower????,non-suicide,a ‘just because’ flower????
963,shopee nanaman??,non-suicide,shopee anyway??
964,Behind every successful woman is herself,non-suicide,Behind every successful woman is herself
965,"ate 3pm lumabas na ako kanina, tapos 5pm pala natapos mga kaklase ko?!?!????",non-suicide,"sister, I went out at 3pm earlier, and my classmates finished at 5pm?!?!????"
966,the student in me is not studenting,non-suicide,the student in me is not studenting
967,baliw na baliw na ako kakaisip,possible suicidal post,I'm crazy to think
968,walang katapusang problema,possible suicidal post,endless problems
969,bruhhh pagod na ako,possible suicidal post,brohhh I'm tired
970,ayaw ko ng umuwi maglalayas na lang,possible suicidal post,I don't want to go home and just run away
971,mental breakdown,possible suicidal post,mental breakdown
972,si ading ko naman HAHAHAHAHAHQ bakit daw pare parehas ang mukha sa highschool series ni esnyr?????? beh iisang tao naman yon e HAHAHAHA,non-suicide,"my brother HAHAHAHAHAHAHQ why does he have the same face as esnyr's high school series?????? Well, that's the same person HAHAHAHA"
973,14 activities done!!??,non-suicide,14 activities done!!??
974,binati ni mama yung kilay ko!! yehey HAHAHSH napansin na natrim sha??,non-suicide,mom congratulated my eyebrows!! yehey HAHAHSH did you notice that it was trimmed sha??
975,ate natakot ako nung nakaraan anlala ng sipon ko walang lasa jabee ko????,non-suicide,"sister, I was scared last time because my cold had no taste, jabee????"
976,sakit ng ulo ko,non-suicide,My head hurts
977,want double suicide?,possible suicidal post,want double suicide?
978,exhausted,possible suicidal post,exhausted
979,haha grabeng pag uugali naman yan mga kuya??,possible suicidal post,haha that's a bad attitude bros??
980,sarap bumukod,possible suicidal post,it's nice to be apart
981,"Pet peeve ko na ata tong ganito. Tangina okay sana kung absent ka eh, kaso nandon ka lang, nag ce- cellphone , di nakikinig sa discussion.",possible suicidal post,"This is my pet peeve. Of course it's okay if you're absent, because you're just there, on your cell phone, not listening to the discussion."
982,ako na nga kinuhanan ako pa pagbabantaan HAHAHAHA ANGAASSS,non-suicide,I was filmed and threatened HAHAHAHA ANGAASSS
983,hirap maging parte ng pamilya niyo idol??,non-suicide,is it hard to be part of your idol family??
984,??| THE NEW OFFICIAL LOGO FOR TAYLOR SWIFTS THE ERAS TOUR!,non-suicide,??| THE NEW OFFICIAL LOGO FOR TAYLOR SWIFTS THE ERAS TOUR!
985,"may nakita ko na dairy milk kanina sa fyp ko, kako gusto ko chocolates tapos pag uwi ko may dairy milk sa ref?!??????",non-suicide,"I saw some dairy milk earlier on my fyp, how come I like chocolates and then when I got home there was dairy milk in the fridge?!??????"
986,yehey chocolates??,non-suicide,hey chocolates??
987,"It came to the point whereby Id even dream of it two consecutive times, but then again, whats new?",possible suicidal post,"It came to the point whereby Id even dream of it two consecutive times, but then again, whats new?"
988,Bad bad bad bad,possible suicidal post,Bad bad bad bad
989,Its always hard to fight alone what is supposed to be a battle for two,possible suicidal post,Its always hard to fight alone what is supposed to be a battle for two
990,That is proof enough to believe,possible suicidal post,That is proof enough to believe
991,I lost my purpose again,possible suicidal post,I lost my purpose again
992,lagi talaga naaalala ni mama mga wants ko????,non-suicide,Mom always remembers my wants????
993,"hays college, ewan ko sainyo!",non-suicide,"Hey college, I don't know about you!"
994,"may lego ako na pochacco, kalahati pa lang nabui tapos sabi ni ading ko “ano yan pingu pingu nanaman”",non-suicide,"I have a pochacco lego, it's only half built and then my brother said ""what's that pingu pingu naman"""
995,finally got a lego flower??????????,non-suicide,finally got a lego flower??????????
996,"wag ko na pala isell, palong palo yung stain HAHAHAHA long lasting sha yan",non-suicide,"I don't want to sell it anymore, the stain is fading HAHAHAHA it's long lasting"
997,I know someday i will be mentally fine,possible suicidal post,I know someday i will be mentally fine
998,Knock on your door to help me,possible suicidal post,Knock on your door to help me
999,Need tattoos to express my emotions,possible suicidal post,Need tattoos to express my emotions
1000,"aaaAaa it’s that time of the month again, makes me wanna leave??",possible suicidal post,"aaaAaa it’s that time of the month again, makes me wanna leave??"
1001,I hate this life,possible suicidal post,I hate this life
1002,"day well spent, thanks mamey????",non-suicide,"day well spent, thanks mamey????"
1003,"short dapat ni fatty hahanapin, tapos apat na sando ko ang nabili namin ni mama??",non-suicide,"Fatty should look for shorts, then mom and I bought four shirts of mine??"
1004,aaaaaa book sale nanaman!! syempre bibili ako HAHAHAHA????,non-suicide,aaaaaa book sale again!! of course I will buy it HAHAHAHA????
1005,syempre nabudol nanaman ng barenbliss si ate ko??,non-suicide,"Of course, my sister got bumped by barenbliss??"
