"text","label"
"kakaadik yung evap.","non-suicide"
"yung iba nagkaklase na eto kami di pa enrolled hahhahaha","non-suicide"
"may klase na yung iba kami inaantay pa din approval ","non-suicide"
"drunk memories with friends are the best.","non-suicide"
"I dont see nobody but u","non-suicide"
"malapit na december.","non-suicide"
"Malapit na maging tambay","non-suicide"
"Malapit na din matapos thesis","non-suicide"
"I want to be with you forever mwa","non-suicide"
"Tambay with friends","non-suicide"
"Need papaitan para sa hang over","non-suicide"
"Kape kahit mainit","non-suicide"
"Ano kaya lasa na ng alak","non-suicide"
"Ubos na pera sa new parts ng motor","non-suicide"
"Masakit buong katawan ngayun","non-suicide"
"Ano kaya ulam bukas?","non-suicide"
"Ano kaya feeling ng 8hrs na tulog","non-suicide"
"Tara mag omad","non-suicide"
"Nakakamiss mag gym","non-suicide"
"Nature trip","non-suicide"
"Bakit ngayun pa nawalan pera","non-suicide"
"Sarap mag samg ngayun","non-suicide"
"Tara mag Baguio","non-suicide"
"Travel with you this year","non-suicide"
"Ice coffee date","non-suicide"
"Sakit ng paa ko haysss","non-suicide"
"Tulog na ang thesis","non-suicide"
"Last exam bukas","non-suicide"
"Ang ganda ng event sa prmsu","non-suicide"
"Ramen date with my bebe love","non-suicide"
"Lasing nanaman bukas HAAHAHAHA","non-suicide"
"Sarap mag kape kahit mainit","non-suicide"
"Ang pogi ng mga tropa ko","non-suicide"
"Need ng lambing mo","non-suicide"
"Katamad na papasok","non-suicide"
"Ang mahal na mag grocery","non-suicide"
"Tara dagat unwind","non-suicide"
"Katamad mag laba ng damit","non-suicide"
"Wala na damit masuot","non-suicide"
"Sarap makipag away ngayun tssk","non-suicide"
"Masama pakiramdam sa damj ng problema","non-suicide"
"May sipon at ubo nanaman","non-suicide"
"Prmsu baka naman ipa aircon mo na lahat","non-suicide"
"Wala na bago sa itc galaan","non-suicide"
"Makikibirthday nanaman sa may lechon","non-suicide"
"Gusto ko na ulit mag bike","non-suicide"
"Gusto ko maging spiderman sa gabi","non-suicide"
"Katamad mag ayos graduating papers","non-suicide"
"Anlaki talo sa 1xbet","non-suicide"
"Panalo sana denver","non-suicide"
"Paldo sa scatter","non-suicide"
"Miss ko na si jimboy hindi naumuuwi","non-suicide"
"Sakit ng tyan ko sa school","non-suicide"
"Rip sa aso ng tropa ko :(","non-suicide"
"Tagal umulan","non-suicide"
"Nasira pa gulong ng motor","non-suicide"
"Lf bagong aso","non-suicide"
"Nahihiya ako sumayaw kanina hindi ko na kaya","non-suicide"
"Unwind sa paudpod","non-suicide"
"Para sa thesis gagawin lahat hayss","non-suicide"
"I want to spend more time with you","non-suicide"
"Hirap maging workin student ayaw ko na hays","non-suicide"
"Na ban pa messenger account tsk","non-suicide"
"Driver for today HAHAHA","non-suicide"
"HAHAHAHAHAHA birthday ko bukas","non-suicide"
"Tara olongapo mag ramen","non-suicide"
"Night walk sa dagat","non-suicide"
"I want to be with you right now","non-suicide"
"Feeling tired","non-suicide"
"Finally the exam is over","non-suicide"
"rWala na pang gas sa motor","non-suicide"
"Breakfast ko ngayun hotdog namalungkot","non-suicide"
"Miss ko na siya","non-suicide"
"Hangover malala","non-suicide"
"Sarap mag renta hotel ngayun mainit","non-suicide"
"I Need some Space","non-suicide"
"Losestreak sa ml malas","non-suicide"
"Sarap pala ng redbull","non-suicide"
"Chestday nananamn masaya to","non-suicide"
"Ano kaya feeling ng may pump sa gym ulit","non-suicide"
"Pogi ko ngayun araw","non-suicide"
"Hirap mawalan ng pera","non-suicide"
"Graduating na din","non-suicide"
"Paubos na vape","non-suicide"
"Cinema date with you","non-suicide"
"Lowbat na cp ko need charger","non-suicide"
"Init sa school","non-suicide"
"Lf sponsor Ice cream","non-suicide"
"Sarap mag ramen kahit mainit","non-suicide"
"Grabe yung event ng botolan","non-suicide"
"Grabe solid pares sa botolan","non-suicide"
"Pares with friends nanaman","non-suicide"
"Ang sama pakiramdam ko","non-suicide"
"Ang ganda ni bebe ko","non-suicide"
"Injury kamay ko","non-suicide"
"Feeling love","non-suicide"
"Feeling sick","non-suicide"
"Nakakamatay yung init sa pinas ngayun","non-suicide"
"Beach date with bebe loves","non-suicide"
"Night walk with you","non-suicide"
"Solid Jollibee","non-suicide"
"Cravings balutHindi masarap pares nanakainan namin kanina","non-suicide"
"New flavor vape","non-suicide"
"Cute ng pusa kanina","non-suicide"
"Parts ng motor nabibili brief wala na","non-suicide"
"Grabe haba ng pila sa school","non-suicide"
"Bagong parts nanaman ng motor ko","non-suicide"
"Grabe ang hirap thesis","non-suicide"
"Na injury aso ko","non-suicide"
"Masakit ulo sa project","non-suicide"
"Diwata ikaw na ang para sa akin","non-suicide"
"I love pares","non-suicide"
"Legday nanama sa gym","non-suicide"
"Sino pa nga ba","non-suicide"
"To na yun!","non-suicide"
"Grabe ba","non-suicide"
"Nag aantay pa din","non-suicide"
"For the better","non-suicide"
"Kakampi mo lang sarili mo nag aaway pa kayo","non-suicide"
"Focus!","non-suicide"
"Feeling proud","non-suicide"
"Eto na yun ehh","non-suicide"
"Konti nalang hahaha","non-suicide"
"Kakapagod ojt","non-suicide"
"Converge bayad na kami ah","non-suicide"
"Di pa nakikinig","non-suicide"
"Sinasabi ko na nga yan dati","non-suicide"
"Sino??","non-suicide"
"Okay nako","non-suicide"
"Kung ano na lang","non-suicide"
"Saakin lang to","non-suicide"
"Ako nanaman syempre","non-suicide"
"Parang sya","non-suicide"
"Gusto ko laruin deltarune 2 kaso walang laptop taena","non-suicide"
"Nice di ako pinagalitan sa meeseeks na damit","non-suicide"
"Getting noticed by shizu is so worth it","non-suicide"
"Nakakaiyak si teppei","non-suicide"
"Sabi ko na siya mamamatay sa inazuma eh","non-suicide"
"magcry kasi sad < magcry para antukin","possible suicidal post"
"abog ang fyp, umiiyak na nga yung tao rito e","possible suicidal post"
"ewan ko sainyo","possible suicidal post"
"what if magcry ako rito","possible suicidal post"
"kung nasa labas ako nasagasaan na siguro ako dahil sa kaengotan ko now","possible suicidal post"
"Hapon nalang ako ulit matutulog","non-suicide"
"Cursing my friends to roll until hard pity","non-suicide"
"Hindi pala mataas social skills ko","non-suicide"
"Sakit sa ulo wag na nga lang matulog","non-suicide"
"Gusto ko maglakadlakad ngayon na may kasamang kausap","non-suicide"
"hayop na ate to ang bigat tuloy ng puso ko","possible suicidal post"
"sa akin nalang Lord please wag na sa mama ko :(((","possible suicidal post"
"papahinga muna ako kaya tigilan niyo ako","possible suicidal post"
"may nalaman nga","possible suicidal post"
"dami kong gusto, wala na akong pera","possible suicidal post"
"Taena di ko alam bakit ganon animal nababaliw ako hahahaha","non-suicide"
"Full charged na phone ko wala na akong magawa","non-suicide"
"I wish to see the woman I saw in my dream","non-suicide"
"Sana malakas loob ko HAHAHAHAHA","non-suicide"
"Taena gusto ko pero ayaw ko itry","non-suicide"
