,text,Translated Text,Cleaned Text,label
963,baliw na baliw na ako kakaisip,I'm crazy to think,crazy think,Possible Suicidal Post
964,walang katapusang problema,endless problems,endless problem,Possible Suicidal Post
965,bruhhh pagod na ako,brohhh I'm tired,brohhh tire,Possible Suicidal Post
966,ayaw ko ng umuwi maglalayas na lang,I don't want to go home and just run away,not want go home run away,Possible Suicidal Post
967,mental breakdown,mental breakdown,mental breakdown,Possible Suicidal Post
968,si ading ko naman HAHAHAHAHAHQ bakit daw pare parehas ang mukha sa highschool series ni esnyr?????? beh iisang tao naman yon e HAHAHAHA,"my brother HAHAHAHAHAHAHQ why does he have the same face as esnyr's high school series?????? Well, that's the same person HAHAHAHA",brother hahahahahahahq why face esnyr high school series well person hahahaha,Non-Suicide
969,14 activities done!!??,14 activities done!!??,activity do,Non-Suicide
970,binati ni mama yung kilay ko!! yehey HAHAHSH napansin na natrim sha??,mom congratulated my eyebrows!! yehey HAHAHSH did you notice that it was trimmed sha??,mom congratulate eyebrow yehey hahahsh notice trim,Non-Suicide
971,ate natakot ako nung nakaraan anlala ng sipon ko walang lasa jabee ko????,"sister, I was scared last time because my cold had no taste, jabee????",sister scar last time because cold no taste jabee,Non-Suicide
972,sakit ng ulo ko,My head hurts,head hurt,Non-Suicide
973,want double suicide?,want double suicide?,want double suicide,Possible Suicidal Post
974,exhausted,exhausted,exhaust,Possible Suicidal Post
975,haha grabeng pag uugali naman yan mga kuya??,haha that's a bad attitude bros??,haha bad attitude bros,Possible Suicidal Post
976,sarap bumukod,it's nice to be apart,nice apart,Possible Suicidal Post
977,"Pet peeve ko na ata tong ganito. Tangina okay sana kung absent ka eh, kaso nandon ka lang, nag ce- cellphone , di nakikinig sa discussion.","This is my pet peeve. Of course it's okay if you're absent, because you're just there, on your cell phone, not listening to the discussion.",pet peeve course okay absent because cell phone not listen discussion,Possible Suicidal Post
978,ako na nga kinuhanan ako pa pagbabantaan HAHAHAHA ANGAASSS,I was filmed and threatened HAHAHAHA ANGAASSS,film threaten hahahaha angaasss,Non-Suicide
979,hirap maging parte ng pamilya niyo idol??,is it hard to be part of your idol family??,hard part idol family,Non-Suicide
980,??| THE NEW OFFICIAL LOGO FOR TAYLOR SWIFTS THE ERAS TOUR!,??| THE NEW OFFICIAL LOGO FOR TAYLOR SWIFTS THE ERAS TOUR!,new official logo taylor swift era tour,Non-Suicide
981,"may nakita ko na dairy milk kanina sa fyp ko, kako gusto ko chocolates tapos pag uwi ko may dairy milk sa ref?!??????","I saw some dairy milk earlier on my fyp, how come I like chocolates and then when I got home there was dairy milk in the fridge?!??????",saw dairy milk earlier fyp how come like chocolate get home dairy milk fridge,Non-Suicide
982,yehey chocolates??,hey chocolates??,hey chocolate,Non-Suicide
983,"It came to the point whereby Id even dream of it two consecutive times, but then again, whats new?","It came to the point whereby Id even dream of it two consecutive times, but then again, whats new?",come point whereby id even dream two consecutive time whats new,Possible Suicidal Post
984,Bad bad bad bad,Bad bad bad bad,bad bad bad bad,Possible Suicidal Post
985,Its always hard to fight alone what is supposed to be a battle for two,Its always hard to fight alone what is supposed to be a battle for two,always hard fight alone what suppose battle two,Possible Suicidal Post
986,That is proof enough to believe,That is proof enough to believe,proof enough believe,Possible Suicidal Post
987,I lost my purpose again,I lost my purpose again,lose purpose,Possible Suicidal Post
988,lagi talaga naaalala ni mama mga wants ko????,Mom always remembers my wants????,mom always remembers want,Non-Suicide
989,"hays college, ewan ko sainyo!","Hey college, I don't know about you!",hey college not know,Non-Suicide
990,"may lego ako na pochacco, kalahati pa lang nabui tapos sabi ni ading ko “ano yan pingu pingu nanaman”","I have a pochacco lego, it's only half built and then my brother said ""what's that pingu pingu naman""",pochacco lego only half build brother say what pingu pingu naman,Non-Suicide
991,finally got a lego flower??????????,finally got a lego flower??????????,finally get lego flower,Non-Suicide
992,"wag ko na pala isell, palong palo yung stain HAHAHAHA long lasting sha yan","I don't want to sell it anymore, the stain is fading HAHAHAHA it's long lasting",not want sell anymore stain fade hahahaha long lasting,Non-Suicide
993,I know someday i will be mentally fine,I know someday i will be mentally fine,know someday mentally fine,Possible Suicidal Post
994,Knock on your door to help me,Knock on your door to help me,knock door help,Possible Suicidal Post
995,Need tattoos to express my emotions,Need tattoos to express my emotions,need tattoo express emotion,Possible Suicidal Post
996,"aaaAaa it’s that time of the month again, makes me wanna leave??","aaaAaa it’s that time of the month again, makes me wanna leave??",aaaaaa time month make wan na leave,Possible Suicidal Post
997,I hate this life,I hate this life,hate life,Possible Suicidal Post
998,"day well spent, thanks mamey????","day well spent, thanks mamey????",day well spent thanks mamey,Non-Suicide
999,"short dapat ni fatty hahanapin, tapos apat na sando ko ang nabili namin ni mama??","Fatty should look for shorts, then mom and I bought four shirts of mine??",fatty look short mom buy four shirt mine,Non-Suicide
1000,aaaaaa book sale nanaman!! syempre bibili ako HAHAHAHA????,aaaaaa book sale again!! of course I will buy it HAHAHAHA????,aaaaaa book sale course buy hahahaha,Non-Suicide
1001,syempre nabudol nanaman ng barenbliss si ate ko??,"Of course, my sister got bumped by barenbliss??",course sister get bump barenbliss,Non-Suicide
1002,nakalimutan ko nanaman na may report ako today?????,I forgot that I have a report today?????,forget report today,Non-Suicide
1003,The thing I regretted the most is also the thing I long for the most. Why did I even give in to such an ephemeral feeling...,The thing I regretted the most is also the thing I long for the most. Why did I even give in to such an ephemeral feeling...,thing regret most also thing long most why even give ephemeral feeling,Possible Suicidal Post
1004,"Never utter that again, or else I wont be able to hold back myself....","Never utter that again, or else I wont be able to hold back myself....",never utter else wont able hold back,Possible Suicidal Post
1005,"Hanging out with old friends who haven’t changed is one of the best feelings in the world. They bring out a part of you that you thought you outgrew because “life went on”. As we grow, we keep every age inside of us. Younger versions of yourself never truly disappear,","Hanging out with old friends who haven’t changed is one of the best feelings in the world. They bring out a part of you that you thought you outgrew because “life went on”. As we grow, we keep every age inside of us. Younger versions of yourself never truly disappear,",hang out old friend who haven change one best feeling world bring out part think outgrow because life go grow keep every age inside u young version never truly disappear,Possible Suicidal Post
1006,Im really weak with those kinds of concerned words from my most beloved person of all. Makes me rethink how I should live my life in order for her to be relieved from stress,Im really weak with those kinds of concerned words from my most beloved person of all. Makes me rethink how I should live my life in order for her to be relieved from stress,im really weak kind concerned word most beloved person all make rethink how live life order relieve stress,Possible Suicidal Post
1007,I did delete my posts with our pictures but the pictures themselves are still somewhere I wont ever bother to check again,I did delete my posts with our pictures but the pictures themselves are still somewhere I wont ever bother to check again,delete post picture picture still somewhere wont ever bother check,Possible Suicidal Post
1008,aaaaa mozzarella cheese stick??????,aaaaa mozzarella cheese stick??????,aaaaa mozzarella cheese stick,Non-Suicide
1009,may COD unbox na ang shopeeeee yehey,the shopeeee has a COD unbox yehey,shopeeee cod unbox yehey,Non-Suicide
1010,brb gonna make this real quick??,brb gonna make this real quick??,brb gon na make real quick,Non-Suicide
1011,WERE YOU SENT BY SOME-,WERE YOU SENT BY SOME-,send,Non-Suicide
1012,"nakakainspire daw, tapos ginaya lahat?????","they say it's inspiring, then everyone imitates it?????",say inspire everyone imitate,Non-Suicide
1013,manahimik nalang,keep quiet,keep quiet,Possible Suicidal Post
1014,Every day is a struggle to get out of bed,Every day is a struggle to get out of bed,every day struggle get out bed,Possible Suicidal Post
1015,I feel like a burden to everyone around me.,I feel like a burden to everyone around me.,feel like burden everyone around,Possible Suicidal Post
1016,I just want the pain to end,I just want the pain to end,want pain end,Possible Suicidal Post
1017,No one would even notice if I were gone,No one would even notice if I were gone,no one even notice go,Possible Suicidal Post
1018,iiihhh gusto ko ng potato friesss,iiihhh I want potato friesssss,iiihhh want potato fries,Non-Suicide
1019,ilang bukas pa kaya para gumaan na,a few more tomorrows to get better,few more tomorrow get good,Non-Suicide
1020,good bye social media,good bye social media,good bye social medium,Non-Suicide
1021,matutulog na ako tangina hintay pa ng suspension,"I'm going to sleep, just wait for the suspension",go sleep wait suspension,Non-Suicide
1022,you know whos truly there for you when youre all down and broken,you know whos truly there for you when youre all down and broken,know whos truly youre all down break,Non-Suicide
1023,galit ka na naman talaga talaga talaga,you are really really angry again,really really angry,Possible Suicidal Post
1024,"School is tough, but so are you. ","School is tough, but so are you.",school tough,Possible Suicidal Post
1025,Gusto ko na makita si lord,I want to see the lord,want see lord,Possible Suicidal Post
1026,Hindi ko na kaya mag patuloy sa life,I can't continue with life anymore,not continue life anymore,Possible Suicidal Post
1027,Swap sa life ko pagod na,I'm tired of swapping my life,tire swap life,Possible Suicidal Post
1028,sige pakain ka lang sa lungkot,"go ahead, just eat your sadness",go ahead eat sadness,Non-Suicide
1029,bitin kainis hahahaha,snake is annoying hahahaha,snake annoy hahahaha,Non-Suicide
1030,okay so nagsabay meeting ng dalawa kong org san kaya ako pupunta?,"okay so my two orgs had a meeting at the same time, so where should I go?",okay two orgs meeting time where go,Non-Suicide
1031,"productive day, napuntahan ko pareho","productive day, I went to both",productive day go,Non-Suicide
1032,sasayaw na naman para sa grades tangina naman,will dance again for grades only,dance grade only,Non-Suicide
1033,Ang bigat sa pakiramdam naman,The feeling is heavy,feeling heavy,Possible Suicidal Post
1034,Hindi kakayanin ng scatter tong lungkot na to,Scatter can't handle this sadness,scatter not handle sadness,Possible Suicidal Post
1035,Buhay pa ba to?,Is it still alive?,still alive,Possible Suicidal Post
1036,"please lang, pinatay isa kong bias","just please, killed one of my biases",please kill one bias,Possible Suicidal Post
1037,is he alive? ??????,is he alive? ??????,alive,Possible Suicidal Post
1038,singing makes me calm talaga,singing makes me really calm,sing make really calm,Non-Suicide
1039,best president ever daw shet,best president ever daw shet,best president ever daw shet,Non-Suicide
1040,its study time!!!,its study time!!!,study time,Non-Suicide
1041,to si Pitang bestfriend pa kunwari ako pero crush niya talaga ko,I pretend to be Pitang's best friend but he really has a crush on me,pretend pitang best friend really crush,Non-Suicide
1042,I feel so free,I feel so free,feel free,Non-Suicide
1043,I regret being attached to someone i barely know,I regret being attached to someone i barely know,regret attach someone barely know,Possible Suicidal Post
1044,Ang sakit taena di ako makahinga maayos,The pain is so bad I can't breathe properly,pain bad not breathe properly,Possible Suicidal Post
1045,Eula paalam,Eula goodbye,eula goodbye,Possible Suicidal Post
1046,Gusto ko kalimutan kaso biglang humirap,I want to forget about sudden hardships,want forget sudden hardship,Possible Suicidal Post
1047,Pakiramdam ko emo ako HAHAHAHAHA,I feel like an emo HAHAHAHAHA,feel like emo hahahahaha,Possible Suicidal Post
