,Unnamed: 0,text,label,Translated Text,Cleaned Text
985,985,"may nakita ko na dairy milk kanina sa fyp ko, kako gusto ko chocolates tapos pag uwi ko may dairy milk sa ref?!??????",non-suicide,"I saw some dairy milk earlier on my fyp, how come I like chocolates and then when I got home there was dairy milk in the fridge?!??????",saw dairy milk earlier fyp how come like chocolate get home dairy milk fridge
986,986,yehey chocolates??,non-suicide,hey chocolates??,hey chocolate
987,987,"It came to the point whereby Id even dream of it two consecutive times, but then again, whats new?",possible suicidal post,"It came to the point whereby Id even dream of it two consecutive times, but then again, whats new?",come point whereby id even dream two consecutive time whats new
988,988,Bad bad bad bad,possible suicidal post,Bad bad bad bad,bad bad bad bad
989,989,Its always hard to fight alone what is supposed to be a battle for two,possible suicidal post,Its always hard to fight alone what is supposed to be a battle for two,always hard fight alone what suppose battle two
990,990,That is proof enough to believe,possible suicidal post,That is proof enough to believe,proof enough believe
991,991,I lost my purpose again,possible suicidal post,I lost my purpose again,lose purpose
992,992,lagi talaga naaalala ni mama mga wants ko????,non-suicide,Mom always remembers my wants????,mom always remembers want
993,993,"hays college, ewan ko sainyo!",non-suicide,"Hey college, I don't know about you!",hey college not know
994,994,"may lego ako na pochacco, kalahati pa lang nabui tapos sabi ni ading ko “ano yan pingu pingu nanaman”",non-suicide,"I have a pochacco lego, it's only half built and then my brother said ""what's that pingu pingu naman""",pochacco lego only half build brother say what pingu pingu naman
995,995,finally got a lego flower??????????,non-suicide,finally got a lego flower??????????,finally get lego flower
996,996,"wag ko na pala isell, palong palo yung stain HAHAHAHA long lasting sha yan",non-suicide,"I don't want to sell it anymore, the stain is fading HAHAHAHA it's long lasting",not want sell anymore stain fade hahahaha long lasting
997,997,I know someday i will be mentally fine,possible suicidal post,I know someday i will be mentally fine,know someday mentally fine
998,998,Knock on your door to help me,possible suicidal post,Knock on your door to help me,knock door help
999,999,Need tattoos to express my emotions,possible suicidal post,Need tattoos to express my emotions,need tattoo express emotion
1000,1000,"aaaAaa it’s that time of the month again, makes me wanna leave??",possible suicidal post,"aaaAaa it’s that time of the month again, makes me wanna leave??",aaaaaa time month make wan na leave
1001,1001,I hate this life,possible suicidal post,I hate this life,hate life
1002,1002,"day well spent, thanks mamey????",non-suicide,"day well spent, thanks mamey????",day well spent thanks mamey
1003,1003,"short dapat ni fatty hahanapin, tapos apat na sando ko ang nabili namin ni mama??",non-suicide,"Fatty should look for shorts, then mom and I bought four shirts of mine??",fatty look short mom buy four shirt mine
1004,1004,aaaaaa book sale nanaman!! syempre bibili ako HAHAHAHA????,non-suicide,aaaaaa book sale again!! of course I will buy it HAHAHAHA????,aaaaaa book sale course buy hahahaha
1005,1005,syempre nabudol nanaman ng barenbliss si ate ko??,non-suicide,"Of course, my sister got bumped by barenbliss??",course sister get bump barenbliss
1006,1006,nakalimutan ko nanaman na may report ako today?????,non-suicide,I forgot that I have a report today?????,forget report today
1007,1007,The thing I regretted the most is also the thing I long for the most. Why did I even give in to such an ephemeral feeling...,possible suicidal post,The thing I regretted the most is also the thing I long for the most. Why did I even give in to such an ephemeral feeling...,thing regret most also thing long most why even give ephemeral feeling
1008,1008,"Never utter that again, or else I wont be able to hold back myself....",possible suicidal post,"Never utter that again, or else I wont be able to hold back myself....",never utter else wont able hold back
1009,1009,"Hanging out with old friends who haven’t changed is one of the best feelings in the world. They bring out a part of you that you thought you outgrew because “life went on”. As we grow, we keep every age inside of us. Younger versions of yourself never truly disappear,",possible suicidal post,"Hanging out with old friends who haven’t changed is one of the best feelings in the world. They bring out a part of you that you thought you outgrew because “life went on”. As we grow, we keep every age inside of us. Younger versions of yourself never truly disappear,",hang out old friend who haven change one best feeling world bring out part think outgrow because life go grow keep every age inside u young version never truly disappear
1010,1010,Im really weak with those kinds of concerned words from my most beloved person of all. Makes me rethink how I should live my life in order for her to be relieved from stress,possible suicidal post,Im really weak with those kinds of concerned words from my most beloved person of all. Makes me rethink how I should live my life in order for her to be relieved from stress,im really weak kind concerned word most beloved person all make rethink how live life order relieve stress
1011,1011,I did delete my posts with our pictures but the pictures themselves are still somewhere I wont ever bother to check again,possible suicidal post,I did delete my posts with our pictures but the pictures themselves are still somewhere I wont ever bother to check again,delete post picture picture still somewhere wont ever bother check
1012,1012,aaaaa mozzarella cheese stick??????,non-suicide,aaaaa mozzarella cheese stick??????,aaaaa mozzarella cheese stick
1013,1013,may COD unbox na ang shopeeeee yehey,non-suicide,the shopeeee has a COD unbox yehey,shopeeee cod unbox yehey
1014,1014,brb gonna make this real quick??,non-suicide,brb gonna make this real quick??,brb gon na make real quick
1015,1015,WERE YOU SENT BY SOME-,non-suicide,WERE YOU SENT BY SOME-,send
1016,1016,"nakakainspire daw, tapos ginaya lahat?????",non-suicide,"they say it's inspiring, then everyone imitates it?????",say inspire everyone imitate
1017,1017,manahimik nalang,possible suicidal post,keep quiet,keep quiet
1018,1018,Every day is a struggle to get out of bed,possible suicidal post,Every day is a struggle to get out of bed,every day struggle get out bed
1019,1019,I feel like a burden to everyone around me.,possible suicidal post,I feel like a burden to everyone around me.,feel like burden everyone around
1020,1020,I just want the pain to end,possible suicidal post,I just want the pain to end,want pain end
1021,1021,No one would even notice if I were gone,possible suicidal post,No one would even notice if I were gone,no one even notice go
1022,1022,iiihhh gusto ko ng potato friesss,non-suicide,iiihhh I want potato friesssss,iiihhh want potato fries
1023,1023,ilang bukas pa kaya para gumaan na,non-suicide,a few more tomorrows to get better,few more tomorrow get good
1024,1024,good bye social media,non-suicide,good bye social media,good bye social medium
1025,1025,matutulog na ako tangina hintay pa ng suspension,non-suicide,"I'm going to sleep, just wait for the suspension",go sleep wait suspension
1026,1026,you know whos truly there for you when youre all down and broken,non-suicide,you know whos truly there for you when youre all down and broken,know whos truly youre all down break
1027,1027,galit ka na naman talaga talaga talaga,possible suicidal post,you are really really angry again,really really angry
1028,1028,"School is tough, but so are you. ",possible suicidal post,"School is tough, but so are you.",school tough
1029,1029,Gusto ko na makita si lord,possible suicidal post,I want to see the lord,want see lord
1030,1030,Hindi ko na kaya mag patuloy sa life,possible suicidal post,I can't continue with life anymore,not continue life anymore
1031,1031,Swap sa life ko pagod na,possible suicidal post,I'm tired of swapping my life,tire swap life
1032,1032,sige pakain ka lang sa lungkot,non-suicide,"go ahead, just eat your sadness",go ahead eat sadness
1033,1033,bitin kainis hahahaha,non-suicide,snake is annoying hahahaha,snake annoy hahahaha
1034,1034,okay so nagsabay meeting ng dalawa kong org san kaya ako pupunta?,non-suicide,"okay so my two orgs had a meeting at the same time, so where should I go?",okay two orgs meeting time where go
1035,1035,"productive day, napuntahan ko pareho",non-suicide,"productive day, I went to both",productive day go
1036,1036,sasayaw na naman para sa grades tangina naman,non-suicide,will dance again for grades only,dance grade only
1037,1037,Ang bigat sa pakiramdam naman,possible suicidal post,The feeling is heavy,feeling heavy
1038,1038,Hindi kakayanin ng scatter tong lungkot na to,possible suicidal post,Scatter can't handle this sadness,scatter not handle sadness
1039,1039,Buhay pa ba to?,possible suicidal post,Is it still alive?,still alive
1040,1040,"please lang, pinatay isa kong bias",possible suicidal post,"just please, killed one of my biases",please kill one bias
1041,1041,is he alive? ??????,possible suicidal post,is he alive? ??????,alive
1042,1042,singing makes me calm talaga,non-suicide,singing makes me really calm,sing make really calm
1043,1043,best president ever daw shet,non-suicide,best president ever daw shet,best president ever daw shet
1044,1044,its study time!!!,non-suicide,its study time!!!,study time
1045,1045,to si Pitang bestfriend pa kunwari ako pero crush niya talaga ko,non-suicide,I pretend to be Pitang's best friend but he really has a crush on me,pretend pitang best friend really crush
1046,1046,I feel so free,non-suicide,I feel so free,feel free
1047,1047,I regret being attached to someone i barely know,possible suicidal post,I regret being attached to someone i barely know,regret attach someone barely know
1048,1048,Ang sakit taena di ako makahinga maayos,possible suicidal post,The pain is so bad I can't breathe properly,pain bad not breathe properly
1049,1049,Eula paalam,possible suicidal post,Eula goodbye,eula goodbye
1050,1050,Gusto ko kalimutan kaso biglang humirap,possible suicidal post,I want to forget about sudden hardships,want forget sudden hardship
1051,1051,Pakiramdam ko emo ako HAHAHAHAHA,possible suicidal post,I feel like an emo HAHAHAHAHA,feel like emo hahahahaha
1052,1052,inom pa,non-suicide,drink more,drink more
1053,1053,you lie down late at night thinking about what could have been,non-suicide,you lie down late at night thinking about what could have been,lie down late night think what
1054,1054,ngayon lang talaga sa college natetest tong leadership skills ko ha,non-suicide,It's only now in college that my leadership skills have been tested,only college leadership skill test
1055,1055,lets try something new,non-suicide,lets try something new,let try something new
1056,1056,"Seryoso, bastos kayo.",non-suicide,"Seriously, you guys are rude.",seriously guy rude
1057,1057,The darkness is overwhelming,possible suicidal post,The darkness is overwhelming,darkness overwhelming
1058,1058,sana pala talaga I didn’t force myself to be ready abt something I wasn’t sure just bcs I was pressured,possible suicidal post,sana pala talaga I didn’t force myself to be ready abt something I wasn’t sure just bcs I was pressured,sana pala talaga didn force ready abt something wasn sure bcs pressure
1059,1059,"thought it was gonna be worth taking the risk, guess what? turned out otherwise",possible suicidal post,"thought it was gonna be worth taking the risk, guess what? turned out otherwise",think gon na worth take risk guess what turn out otherwise
